Attaching to 221_zk_1, 221_kafka_1, 221_connect_1
zk_1       | ZooKeeper JMX enabled by default
connect_1  | [2019-07-01 12:39:06,136] INFO Kafka version: 2.2.0 (org.apache.kafka.common.utils.AppInfoParser:109)
connect_1  | [2019-07-01 12:39:06,137] INFO Kafka commitId: 05fcfde8f69b0349 (org.apache.kafka.common.utils.AppInfoParser:110)
connect_1  | [2019-07-01 12:39:06,370] INFO Kafka cluster ID: BDDF9e57RLu8iD_aMyORAQ (org.apache.kafka.connect.util.ConnectUtils:59)
connect_1  | [2019-07-01 12:39:06,408] INFO Logging initialized @7733ms to org.eclipse.jetty.util.log.Slf4jLog (org.eclipse.jetty.util.log:193)
connect_1  | [2019-07-01 12:39:06,470] INFO Added connector for http://:8083 (org.apache.kafka.connect.runtime.rest.RestServer:120)
connect_1  | [2019-07-01 12:39:06,471] INFO Starting REST server (org.apache.kafka.connect.runtime.rest.RestServer:164)
connect_1  | [2019-07-01 12:39:06,628] INFO jetty-9.4.14.v20181114; built: 2018-11-14T21:20:31.478Z; git: c4550056e785fb5665914545889f21dc136ad9e6; jvm 1.8.0_92-b14 (org.eclipse.jetty.server.Server:370)
connect_1  | [2019-07-01 12:39:06,698] INFO DefaultSessionIdManager workerName=node0 (org.eclipse.jetty.server.session:365)
connect_1  | [2019-07-01 12:39:06,698] INFO No SessionScavenger set, using defaults (org.eclipse.jetty.server.session:370)
connect_1  | [2019-07-01 12:39:06,701] INFO node0 Scavenging every 660000ms (org.eclipse.jetty.server.session:149)
connect_1  | Jul 01, 2019 12:39:07 PM org.glassfish.jersey.internal.inject.Providers checkProviderRuntime
connect_1  | WARNING: A provider org.apache.kafka.connect.runtime.rest.resources.ConnectorPluginsResource registered in SERVER runtime does not implement any provider interfaces applicable in the SERVER runtime. Due to constraint configuration problems the provider org.apache.kafka.connect.runtime.rest.resources.ConnectorPluginsResource will be ignored.
connect_1  | Jul 01, 2019 12:39:07 PM org.glassfish.jersey.internal.inject.Providers checkProviderRuntime
connect_1  | WARNING: A provider org.apache.kafka.connect.runtime.rest.resources.RootResource registered in SERVER runtime does not implement any provider interfaces applicable in the SERVER runtime. Due to constraint configuration problems the provider org.apache.kafka.connect.runtime.rest.resources.RootResource will be ignored.
connect_1  | Jul 01, 2019 12:39:07 PM org.glassfish.jersey.internal.inject.Providers checkProviderRuntime
connect_1  | WARNING: A provider org.apache.kafka.connect.runtime.rest.resources.ConnectorsResource registered in SERVER runtime does not implement any provider interfaces applicable in the SERVER runtime. Due to constraint configuration problems the provider org.apache.kafka.connect.runtime.rest.resources.ConnectorsResource will be ignored.
connect_1  | Jul 01, 2019 12:39:07 PM org.glassfish.jersey.internal.Errors logErrors
connect_1  | WARNING: The following warnings have been detected: WARNING: The (sub)resource method createConnector in org.apache.kafka.connect.runtime.rest.resources.ConnectorsResource contains empty path annotation.
connect_1  | WARNING: The (sub)resource method listConnectors in org.apache.kafka.connect.runtime.rest.resources.ConnectorsResource contains empty path annotation.
connect_1  | WARNING: The (sub)resource method listConnectorPlugins in org.apache.kafka.connect.runtime.rest.resources.ConnectorPluginsResource contains empty path annotation.
connect_1  | WARNING: The (sub)resource method serverInfo in org.apache.kafka.connect.runtime.rest.resources.RootResource contains empty path annotation.
connect_1  |
connect_1  | [2019-07-01 12:39:07,518] INFO Started o.e.j.s.ServletContextHandler@604b1e1d{/,null,AVAILABLE} (org.eclipse.jetty.server.handler.ContextHandler:855)
connect_1  | [2019-07-01 12:39:07,529] INFO Started http_8083@5de06ba5{HTTP/1.1,[http/1.1]}{0.0.0.0:8083} (org.eclipse.jetty.server.AbstractConnector:292)
connect_1  | [2019-07-01 12:39:07,529] INFO Started @8854ms (org.eclipse.jetty.server.Server:407)
connect_1  | [2019-07-01 12:39:07,531] INFO Advertised URI: http://172.21.0.4:8083/ (org.apache.kafka.connect.runtime.rest.RestServer:271)
connect_1  | [2019-07-01 12:39:07,531] INFO REST server listening at http://172.21.0.4:8083/, advertising URL http://172.21.0.4:8083/ (org.apache.kafka.connect.runtime.rest.RestServer:219)
connect_1  | [2019-07-01 12:39:07,532] INFO Advertised URI: http://172.21.0.4:8083/ (org.apache.kafka.connect.runtime.rest.RestServer:271)
connect_1  | [2019-07-01 12:39:07,545] INFO Kafka version: 2.2.0 (org.apache.kafka.common.utils.AppInfoParser:109)
connect_1  | [2019-07-01 12:39:07,545] INFO Kafka commitId: 05fcfde8f69b0349 (org.apache.kafka.common.utils.AppInfoParser:110)
connect_1  | [2019-07-01 12:39:07,680] INFO JsonConverterConfig values:
connect_1  |    converter.type = key
connect_1  |    schemas.cache.size = 1000
connect_1  |    schemas.enable = false
connect_1  |  (org.apache.kafka.connect.json.JsonConverterConfig:279)
connect_1  | [2019-07-01 12:39:07,681] INFO JsonConverterConfig values:
connect_1  |    converter.type = value
connect_1  |    schemas.cache.size = 1000
connect_1  |    schemas.enable = false
connect_1  |  (org.apache.kafka.connect.json.JsonConverterConfig:279)
connect_1  | [2019-07-01 12:39:07,725] INFO Kafka version: 2.2.0 (org.apache.kafka.common.utils.AppInfoParser:109)
connect_1  | [2019-07-01 12:39:07,725] INFO Kafka commitId: 05fcfde8f69b0349 (org.apache.kafka.common.utils.AppInfoParser:110)
connect_1  | [2019-07-01 12:39:07,728] INFO Kafka Connect distributed worker initialization took 7685ms (org.apache.kafka.connect.cli.ConnectDistributed:124)
connect_1  | [2019-07-01 12:39:07,728] INFO Kafka Connect starting (org.apache.kafka.connect.runtime.Connect:50)
connect_1  | [2019-07-01 12:39:07,732] INFO Kafka Connect started (org.apache.kafka.connect.runtime.Connect:55)
connect_1  | [2019-07-01 12:39:07,733] INFO Herder starting (org.apache.kafka.connect.runtime.distributed.DistributedHerder:212)
connect_1  | [2019-07-01 12:39:07,734] INFO Worker starting (org.apache.kafka.connect.runtime.Worker:162)
connect_1  | [2019-07-01 12:39:07,734] INFO Starting KafkaOffsetBackingStore (org.apache.kafka.connect.storage.KafkaOffsetBackingStore:108)
connect_1  | [2019-07-01 12:39:07,734] INFO Starting KafkaBasedLog with topic connect-offsets (org.apache.kafka.connect.util.KafkaBasedLog:125)
connect_1  | [2019-07-01 12:39:07,735] INFO AdminClientConfig values:
connect_1  |    bootstrap.servers = [kafka:9092]
connect_1  |    client.dns.lookup = default
connect_1  |    client.id =
connect_1  |    connections.max.idle.ms = 300000
connect_1  |    metadata.max.age.ms = 300000
connect_1  |    metric.reporters = []
connect_1  |    metrics.num.samples = 2
connect_1  |    metrics.recording.level = INFO
connect_1  |    metrics.sample.window.ms = 30000
connect_1  |    receive.buffer.bytes = 65536
connect_1  |    reconnect.backoff.max.ms = 1000
connect_1  |    reconnect.backoff.ms = 50
connect_1  |    request.timeout.ms = 120000
connect_1  |    retries = 5
connect_1  |    retry.backoff.ms = 100
connect_1  |    sasl.client.callback.handler.class = null
connect_1  |    sasl.jaas.config = null
connect_1  |    sasl.kerberos.kinit.cmd = /usr/bin/kinit
connect_1  |    sasl.kerberos.min.time.before.relogin = 60000
connect_1  |    sasl.kerberos.service.name = null
connect_1  |    sasl.kerberos.ticket.renew.jitter = 0.05
connect_1  |    sasl.kerberos.ticket.renew.window.factor = 0.8
connect_1  |    sasl.login.callback.handler.class = null
connect_1  |    sasl.login.class = null
connect_1  |    sasl.login.refresh.buffer.seconds = 300
connect_1  |    sasl.login.refresh.min.period.seconds = 60
connect_1  |    sasl.login.refresh.window.factor = 0.8
connect_1  |    sasl.login.refresh.window.jitter = 0.05
connect_1  |    sasl.mechanism = GSSAPI
connect_1  |    security.protocol = PLAINTEXT
connect_1  |    send.buffer.bytes = 131072
connect_1  |    ssl.cipher.suites = null
connect_1  |    ssl.enabled.protocols = [TLSv1.2, TLSv1.1, TLSv1]
connect_1  |    ssl.endpoint.identification.algorithm = https
connect_1  |    ssl.key.password = null
connect_1  |    ssl.keymanager.algorithm = SunX509
connect_1  |    ssl.keystore.location = null
connect_1  |    ssl.keystore.password = null
connect_1  |    ssl.keystore.type = JKS
connect_1  |    ssl.protocol = TLS
connect_1  |    ssl.provider = null
connect_1  |    ssl.secure.random.implementation = null
connect_1  |    ssl.trustmanager.algorithm = PKIX
connect_1  |    ssl.truststore.location = null
connect_1  |    ssl.truststore.password = null
connect_1  |    ssl.truststore.type = JKS
connect_1  |  (org.apache.kafka.clients.admin.AdminClientConfig:279)
connect_1  | [2019-07-01 12:39:07,739] WARN The configuration 'config.storage.topic' was supplied but isn't a known config. (org.apache.kafka.clients.admin.AdminClientConfig:287)
connect_1  | [2019-07-01 12:39:07,739] WARN The configuration 'status.storage.topic' was supplied but isn't a known config. (org.apache.kafka.clients.admin.AdminClientConfig:287)
connect_1  | [2019-07-01 12:39:07,741] WARN The configuration 'group.id' was supplied but isn't a known config. (org.apache.kafka.clients.admin.AdminClientConfig:287)
connect_1  | [2019-07-01 12:39:07,742] WARN The configuration 'plugin.path' was supplied but isn't a known config. (org.apache.kafka.clients.admin.AdminClientConfig:287)
connect_1  | [2019-07-01 12:39:07,742] WARN The configuration 'internal.key.converter.schemas.enable' was supplied but isn't a known config. (org.apache.kafka.clients.admin.AdminClientConfig:287)
connect_1  | [2019-07-01 12:39:07,742] WARN The configuration 'config.storage.replication.factor' was supplied but isn't a known config. (org.apache.kafka.clients.admin.AdminClientConfig:287)
connect_1  | [2019-07-01 12:39:07,742] WARN The configuration 'offset.flush.interval.ms' was supplied but isn't a known config. (org.apache.kafka.clients.admin.AdminClientConfig:287)
connect_1  | [2019-07-01 12:39:07,742] WARN The configuration 'internal.key.converter' was supplied but isn't a known config. (org.apache.kafka.clients.admin.AdminClientConfig:287)
connect_1  | [2019-07-01 12:39:07,743] WARN The configuration 'key.converter.schemas.enable' was supplied but isn't a known config. (org.apache.kafka.clients.admin.AdminClientConfig:287)
connect_1  | [2019-07-01 12:39:07,743] WARN The configuration 'port' was supplied but isn't a known config. (org.apache.kafka.clients.admin.AdminClientConfig:287)
connect_1  | [2019-07-01 12:39:07,743] WARN The configuration 'internal.value.converter.schemas.enable' was supplied but isn't a known config. (org.apache.kafka.clients.admin.AdminClientConfig:287)
connect_1  | [2019-07-01 12:39:07,744] WARN The configuration 'status.storage.replication.factor' was supplied but isn't a known config. (org.apache.kafka.clients.admin.AdminClientConfig:287)
connect_1  | [2019-07-01 12:39:07,744] WARN The configuration 'value.converter.schemas.enable' was supplied but isn't a known config. (org.apache.kafka.clients.admin.AdminClientConfig:287)
connect_1  | [2019-07-01 12:39:07,745] WARN The configuration 'internal.value.converter' was supplied but isn't a known config. (org.apache.kafka.clients.admin.AdminClientConfig:287)
connect_1  | [2019-07-01 12:39:07,745] WARN The configuration 'offset.storage.replication.factor' was supplied but isn't a known config. (org.apache.kafka.clients.admin.AdminClientConfig:287)
connect_1  | [2019-07-01 12:39:07,747] WARN The configuration 'offset.storage.topic' was supplied but isn't a known config. (org.apache.kafka.clients.admin.AdminClientConfig:287)
connect_1  | [2019-07-01 12:39:07,747] WARN The configuration 'value.converter' was supplied but isn't a known config. (org.apache.kafka.clients.admin.AdminClientConfig:287)
connect_1  | [2019-07-01 12:39:07,747] WARN The configuration 'key.converter' was supplied but isn't a known config. (org.apache.kafka.clients.admin.AdminClientConfig:287)
connect_1  | [2019-07-01 12:39:07,748] INFO Kafka version: 2.2.0 (org.apache.kafka.common.utils.AppInfoParser:109)
connect_1  | [2019-07-01 12:39:07,749] INFO Kafka commitId: 05fcfde8f69b0349 (org.apache.kafka.common.utils.AppInfoParser:110)
kafka_1    | [2019-07-01 12:39:07,825] INFO [Admin Manager on Broker 0]: Error processing create topic request for topic connect-offsets with arguments (numPartitions=25, replicationFactor=1, replicasAssignments={}, configs={cleanup.policy=compact}) (kafka.server.AdminManager)
kafka_1    | org.apache.kafka.common.errors.TopicExistsException: Topic 'connect-offsets' already exists.
connect_1  | [2019-07-01 12:39:07,863] INFO ProducerConfig values:
connect_1  |    acks = all
connect_1  |    batch.size = 16384
connect_1  |    bootstrap.servers = [kafka:9092]
connect_1  |    buffer.memory = 33554432
connect_1  |    client.dns.lookup = default
connect_1  |    client.id =
connect_1  |    compression.type = none
connect_1  |    connections.max.idle.ms = 540000
connect_1  |    delivery.timeout.ms = 2147483647
connect_1  |    enable.idempotence = false
connect_1  |    interceptor.classes = []
connect_1  |    key.serializer = class org.apache.kafka.common.serialization.ByteArraySerializer
connect_1  |    linger.ms = 0
connect_1  |    max.block.ms = 60000
connect_1  |    max.in.flight.requests.per.connection = 1
connect_1  |    max.request.size = 1048576
connect_1  |    metadata.max.age.ms = 300000
connect_1  |    metric.reporters = []
connect_1  |    metrics.num.samples = 2
connect_1  |    metrics.recording.level = INFO
connect_1  |    metrics.sample.window.ms = 30000
connect_1  |    partitioner.class = class org.apache.kafka.clients.producer.internals.DefaultPartitioner
connect_1  |    receive.buffer.bytes = 32768
connect_1  |    reconnect.backoff.max.ms = 1000
connect_1  |    reconnect.backoff.ms = 50
connect_1  |    request.timeout.ms = 30000
connect_1  |    retries = 2147483647
connect_1  |    retry.backoff.ms = 100
connect_1  |    sasl.client.callback.handler.class = null
connect_1  |    sasl.jaas.config = null
connect_1  |    sasl.kerberos.kinit.cmd = /usr/bin/kinit
connect_1  |    sasl.kerberos.min.time.before.relogin = 60000
connect_1  |    sasl.kerberos.service.name = null
connect_1  |    sasl.kerberos.ticket.renew.jitter = 0.05
connect_1  |    sasl.kerberos.ticket.renew.window.factor = 0.8
connect_1  |    sasl.login.callback.handler.class = null
connect_1  |    sasl.login.class = null
connect_1  |    sasl.login.refresh.buffer.seconds = 300
connect_1  |    sasl.login.refresh.min.period.seconds = 60
connect_1  |    sasl.login.refresh.window.factor = 0.8
connect_1  |    sasl.login.refresh.window.jitter = 0.05
connect_1  |    sasl.mechanism = GSSAPI
connect_1  |    security.protocol = PLAINTEXT
connect_1  |    send.buffer.bytes = 131072
connect_1  |    ssl.cipher.suites = null
connect_1  |    ssl.enabled.protocols = [TLSv1.2, TLSv1.1, TLSv1]
connect_1  |    ssl.endpoint.identification.algorithm = https
connect_1  |    ssl.key.password = null
connect_1  |    ssl.keymanager.algorithm = SunX509
connect_1  |    ssl.keystore.location = null
connect_1  |    ssl.keystore.password = null
connect_1  |    ssl.keystore.type = JKS
connect_1  |    ssl.protocol = TLS
connect_1  |    ssl.provider = null
connect_1  |    ssl.secure.random.implementation = null
connect_1  |    ssl.trustmanager.algorithm = PKIX
connect_1  |    ssl.truststore.location = null
connect_1  |    ssl.truststore.password = null
connect_1  |    ssl.truststore.type = JKS
connect_1  |    transaction.timeout.ms = 60000
connect_1  |    transactional.id = null
connect_1  |    value.serializer = class org.apache.kafka.common.serialization.ByteArraySerializer
connect_1  |  (org.apache.kafka.clients.producer.ProducerConfig:279)
connect_1  | [2019-07-01 12:39:07,935] WARN The configuration 'group.id' was supplied but isn't a known config. (org.apache.kafka.clients.producer.ProducerConfig:287)
connect_1  | [2019-07-01 12:39:07,936] WARN The configuration 'plugin.path' was supplied but isn't a known config. (org.apache.kafka.clients.producer.ProducerConfig:287)
connect_1  | [2019-07-01 12:39:07,936] WARN The configuration 'internal.key.converter.schemas.enable' was supplied but isn't a known config. (org.apache.kafka.clients.producer.ProducerConfig:287)
connect_1  | [2019-07-01 12:39:07,936] WARN The configuration 'status.storage.replication.factor' was supplied but isn't a known config. (org.apache.kafka.clients.producer.ProducerConfig:287)
connect_1  | [2019-07-01 12:39:07,936] WARN The configuration 'offset.storage.topic' was supplied but isn't a known config. (org.apache.kafka.clients.producer.ProducerConfig:287)
connect_1  | [2019-07-01 12:39:07,937] WARN The configuration 'value.converter' was supplied but isn't a known config. (org.apache.kafka.clients.producer.ProducerConfig:287)
connect_1  | [2019-07-01 12:39:07,937] WARN The configuration 'key.converter' was supplied but isn't a known config. (org.apache.kafka.clients.producer.ProducerConfig:287)
connect_1  | [2019-07-01 12:39:07,938] WARN The configuration 'config.storage.topic' was supplied but isn't a known config. (org.apache.kafka.clients.producer.ProducerConfig:287)
connect_1  | [2019-07-01 12:39:07,939] WARN The configuration 'status.storage.topic' was supplied but isn't a known config. (org.apache.kafka.clients.producer.ProducerConfig:287)
connect_1  | [2019-07-01 12:39:07,939] WARN The configuration 'config.storage.replication.factor' was supplied but isn't a known config. (org.apache.kafka.clients.producer.ProducerConfig:287)
connect_1  | [2019-07-01 12:39:07,939] WARN The configuration 'offset.flush.interval.ms' was supplied but isn't a known config. (org.apache.kafka.clients.producer.ProducerConfig:287)
connect_1  | [2019-07-01 12:39:07,940] WARN The configuration 'internal.key.converter' was supplied but isn't a known config. (org.apache.kafka.clients.producer.ProducerConfig:287)
connect_1  | [2019-07-01 12:39:07,941] WARN The configuration 'key.converter.schemas.enable' was supplied but isn't a known config. (org.apache.kafka.clients.producer.ProducerConfig:287)
connect_1  | [2019-07-01 12:39:07,942] WARN The configuration 'port' was supplied but isn't a known config. (org.apache.kafka.clients.producer.ProducerConfig:287)
connect_1  | [2019-07-01 12:39:07,943] WARN The configuration 'internal.value.converter.schemas.enable' was supplied but isn't a known config. (org.apache.kafka.clients.producer.ProducerConfig:287)
connect_1  | [2019-07-01 12:39:07,944] WARN The configuration 'value.converter.schemas.enable' was supplied but isn't a known config. (org.apache.kafka.clients.producer.ProducerConfig:287)
connect_1  | [2019-07-01 12:39:07,944] WARN The configuration 'internal.value.converter' was supplied but isn't a known config. (org.apache.kafka.clients.producer.ProducerConfig:287)
connect_1  | [2019-07-01 12:39:07,945] WARN The configuration 'offset.storage.replication.factor' was supplied but isn't a known config. (org.apache.kafka.clients.producer.ProducerConfig:287)
connect_1  | [2019-07-01 12:39:07,945] INFO Kafka version: 2.2.0 (org.apache.kafka.common.utils.AppInfoParser:109)
connect_1  | [2019-07-01 12:39:07,945] INFO Kafka commitId: 05fcfde8f69b0349 (org.apache.kafka.common.utils.AppInfoParser:110)
connect_1  | [2019-07-01 12:39:07,960] INFO ConsumerConfig values:
connect_1  |    auto.commit.interval.ms = 5000
connect_1  |    auto.offset.reset = earliest
connect_1  |    bootstrap.servers = [kafka:9092]
connect_1  |    check.crcs = true
connect_1  |    client.dns.lookup = default
connect_1  |    client.id =
connect_1  |    connections.max.idle.ms = 540000
connect_1  |    default.api.timeout.ms = 60000
connect_1  |    enable.auto.commit = false
connect_1  |    exclude.internal.topics = true
connect_1  |    fetch.max.bytes = 52428800
connect_1  |    fetch.max.wait.ms = 500
connect_1  |    fetch.min.bytes = 1
connect_1  |    group.id = connect-cluster-A
connect_1  |    heartbeat.interval.ms = 3000
connect_1  |    interceptor.classes = []
connect_1  |    internal.leave.group.on.close = true
connect_1  |    isolation.level = read_uncommitted
connect_1  |    key.deserializer = class org.apache.kafka.common.serialization.ByteArrayDeserializer
connect_1  |    max.partition.fetch.bytes = 1048576
connect_1  |    max.poll.interval.ms = 300000
connect_1  |    max.poll.records = 500
connect_1  |    metadata.max.age.ms = 300000
connect_1  |    metric.reporters = []
connect_1  |    metrics.num.samples = 2
connect_1  |    metrics.recording.level = INFO
connect_1  |    metrics.sample.window.ms = 30000
connect_1  |    partition.assignment.strategy = [class org.apache.kafka.clients.consumer.RangeAssignor]
connect_1  |    receive.buffer.bytes = 65536
connect_1  |    reconnect.backoff.max.ms = 1000
connect_1  |    reconnect.backoff.ms = 50
connect_1  |    request.timeout.ms = 30000
connect_1  |    retry.backoff.ms = 100
connect_1  |    sasl.client.callback.handler.class = null
connect_1  |    sasl.jaas.config = null
connect_1  |    sasl.kerberos.kinit.cmd = /usr/bin/kinit
connect_1  |    sasl.kerberos.min.time.before.relogin = 60000
connect_1  |    sasl.kerberos.service.name = null
connect_1  |    sasl.kerberos.ticket.renew.jitter = 0.05
connect_1  |    sasl.kerberos.ticket.renew.window.factor = 0.8
connect_1  |    sasl.login.callback.handler.class = null
connect_1  |    sasl.login.class = null
connect_1  |    sasl.login.refresh.buffer.seconds = 300
connect_1  |    sasl.login.refresh.min.period.seconds = 60
connect_1  |    sasl.login.refresh.window.factor = 0.8
connect_1  |    sasl.login.refresh.window.jitter = 0.05
connect_1  |    sasl.mechanism = GSSAPI
connect_1  |    security.protocol = PLAINTEXT
connect_1  |    send.buffer.bytes = 131072
connect_1  |    session.timeout.ms = 10000
connect_1  |    ssl.cipher.suites = null
connect_1  |    ssl.enabled.protocols = [TLSv1.2, TLSv1.1, TLSv1]
connect_1  |    ssl.endpoint.identification.algorithm = https
connect_1  |    ssl.key.password = null
connect_1  |    ssl.keymanager.algorithm = SunX509
connect_1  |    ssl.keystore.location = null
connect_1  |    ssl.keystore.password = null
connect_1  |    ssl.keystore.type = JKS
connect_1  |    ssl.protocol = TLS
connect_1  |    ssl.provider = null
connect_1  |    ssl.secure.random.implementation = null
connect_1  |    ssl.trustmanager.algorithm = PKIX
connect_1  |    ssl.truststore.location = null
connect_1  |    ssl.truststore.password = null
connect_1  |    ssl.truststore.type = JKS
connect_1  |    value.deserializer = class org.apache.kafka.common.serialization.ByteArrayDeserializer
connect_1  |  (org.apache.kafka.clients.consumer.ConsumerConfig:279)
connect_1  | [2019-07-01 12:39:07,998] WARN The configuration 'config.storage.topic' was supplied but isn't a known config. (org.apache.kafka.clients.consumer.ConsumerConfig:287)
connect_1  | [2019-07-01 12:39:07,999] WARN The configuration 'status.storage.topic' was supplied but isn't a known config. (org.apache.kafka.clients.consumer.ConsumerConfig:287)
connect_1  | [2019-07-01 12:39:07,999] WARN The configuration 'plugin.path' was supplied but isn't a known config. (org.apache.kafka.clients.consumer.ConsumerConfig:287)
connect_1  | [2019-07-01 12:39:07,999] WARN The configuration 'internal.key.converter.schemas.enable' was supplied but isn't a known config. (org.apache.kafka.clients.consumer.ConsumerConfig:287)
connect_1  | [2019-07-01 12:39:08,000] WARN The configuration 'config.storage.replication.factor' was supplied but isn't a known config. (org.apache.kafka.clients.consumer.ConsumerConfig:287)
connect_1  | [2019-07-01 12:39:08,000] WARN The configuration 'offset.flush.interval.ms' was supplied but isn't a known config. (org.apache.kafka.clients.consumer.ConsumerConfig:287)
connect_1  | [2019-07-01 12:39:08,001] WARN The configuration 'internal.key.converter' was supplied but isn't a known config. (org.apache.kafka.clients.consumer.ConsumerConfig:287)
connect_1  | [2019-07-01 12:39:08,001] WARN The configuration 'key.converter.schemas.enable' was supplied but isn't a known config. (org.apache.kafka.clients.consumer.ConsumerConfig:287)
connect_1  | [2019-07-01 12:39:08,002] WARN The configuration 'port' was supplied but isn't a known config. (org.apache.kafka.clients.consumer.ConsumerConfig:287)
connect_1  | [2019-07-01 12:39:08,002] WARN The configuration 'internal.value.converter.schemas.enable' was supplied but isn't a known config. (org.apache.kafka.clients.consumer.ConsumerConfig:287)
connect_1  | [2019-07-01 12:39:08,003] WARN The configuration 'status.storage.replication.factor' was supplied but isn't a known config. (org.apache.kafka.clients.consumer.ConsumerConfig:287)
connect_1  | [2019-07-01 12:39:08,003] WARN The configuration 'value.converter.schemas.enable' was supplied but isn't a known config. (org.apache.kafka.clients.consumer.ConsumerConfig:287)
connect_1  | [2019-07-01 12:39:08,005] WARN The configuration 'internal.value.converter' was supplied but isn't a known config. (org.apache.kafka.clients.consumer.ConsumerConfig:287)
connect_1  | [2019-07-01 12:39:08,005] WARN The configuration 'offset.storage.replication.factor' was supplied but isn't a known config. (org.apache.kafka.clients.consumer.ConsumerConfig:287)
connect_1  | [2019-07-01 12:39:08,006] WARN The configuration 'offset.storage.topic' was supplied but isn't a known config. (org.apache.kafka.clients.consumer.ConsumerConfig:287)
connect_1  | [2019-07-01 12:39:08,006] WARN The configuration 'value.converter' was supplied but isn't a known config. (org.apache.kafka.clients.consumer.ConsumerConfig:287)
connect_1  | [2019-07-01 12:39:08,006] WARN The configuration 'key.converter' was supplied but isn't a known config. (org.apache.kafka.clients.consumer.ConsumerConfig:287)
connect_1  | [2019-07-01 12:39:08,007] INFO Kafka version: 2.2.0 (org.apache.kafka.common.utils.AppInfoParser:109)
connect_1  | [2019-07-01 12:39:08,007] INFO Kafka commitId: 05fcfde8f69b0349 (org.apache.kafka.common.utils.AppInfoParser:110)
connect_1  | [2019-07-01 12:39:08,020] INFO Cluster ID: BDDF9e57RLu8iD_aMyORAQ (org.apache.kafka.clients.Metadata:365)
connect_1  | [2019-07-01 12:39:08,098] INFO [Consumer clientId=consumer-1, groupId=connect-cluster-A] Subscribed to partition(s): connect-offsets-23, connect-offsets-17, connect-offsets-8, connect-offsets-11, connect-offsets-20, connect-offsets-2, connect-offsets-5, connect-offsets-14, connect-offsets-13, connect-offsets-4, connect-offsets-22, connect-offsets-16, connect-offsets-7, connect-offsets-10, connect-offsets-1, connect-offsets-19, connect-offsets-9, connect-offsets-18, connect-offsets-21, connect-offsets-12, connect-offsets-3, connect-offsets-15, connect-offsets-24, connect-offsets-6, connect-offsets-0 (org.apache.kafka.clients.consumer.KafkaConsumer:1090)
connect_1  | [2019-07-01 12:39:08,109] INFO Cluster ID: BDDF9e57RLu8iD_aMyORAQ (org.apache.kafka.clients.Metadata:365)
connect_1  | [2019-07-01 12:39:08,245] INFO [Consumer clientId=consumer-1, groupId=connect-cluster-A] Resetting offset for partition connect-offsets-10 to offset 0. (org.apache.kafka.clients.consumer.internals.Fetcher:584)
connect_1  | [2019-07-01 12:39:08,247] INFO [Consumer clientId=consumer-1, groupId=connect-cluster-A] Resetting offset for partition connect-offsets-8 to offset 0. (org.apache.kafka.clients.consumer.internals.Fetcher:584)
connect_1  | [2019-07-01 12:39:08,248] INFO [Consumer clientId=consumer-1, groupId=connect-cluster-A] Resetting offset for partition connect-offsets-14 to offset 0. (org.apache.kafka.clients.consumer.internals.Fetcher:584)
connect_1  | [2019-07-01 12:39:08,248] INFO [Consumer clientId=consumer-1, groupId=connect-cluster-A] Resetting offset for partition connect-offsets-12 to offset 0. (org.apache.kafka.clients.consumer.internals.Fetcher:584)
connect_1  | [2019-07-01 12:39:08,253] INFO [Consumer clientId=consumer-1, groupId=connect-cluster-A] Resetting offset for partition connect-offsets-2 to offset 0. (org.apache.kafka.clients.consumer.internals.Fetcher:584)
connect_1  | [2019-07-01 12:39:08,255] INFO [Consumer clientId=consumer-1, groupId=connect-cluster-A] Resetting offset for partition connect-offsets-0 to offset 0. (org.apache.kafka.clients.consumer.internals.Fetcher:584)
connect_1  | [2019-07-01 12:39:08,256] INFO [Consumer clientId=consumer-1, groupId=connect-cluster-A] Resetting offset for partition connect-offsets-6 to offset 0. (org.apache.kafka.clients.consumer.internals.Fetcher:584)
connect_1  | [2019-07-01 12:39:08,256] INFO [Consumer clientId=consumer-1, groupId=connect-cluster-A] Resetting offset for partition connect-offsets-4 to offset 0. (org.apache.kafka.clients.consumer.internals.Fetcher:584)
connect_1  | [2019-07-01 12:39:08,259] INFO [Consumer clientId=consumer-1, groupId=connect-cluster-A] Resetting offset for partition connect-offsets-24 to offset 0. (org.apache.kafka.clients.consumer.internals.Fetcher:584)
connect_1  | [2019-07-01 12:39:08,259] INFO [Consumer clientId=consumer-1, groupId=connect-cluster-A] Resetting offset for partition connect-offsets-18 to offset 0. (org.apache.kafka.clients.consumer.internals.Fetcher:584)
connect_1  | [2019-07-01 12:39:08,260] INFO [Consumer clientId=consumer-1, groupId=connect-cluster-A] Resetting offset for partition connect-offsets-16 to offset 0. (org.apache.kafka.clients.consumer.internals.Fetcher:584)
connect_1  | [2019-07-01 12:39:08,260] INFO [Consumer clientId=consumer-1, groupId=connect-cluster-A] Resetting offset for partition connect-offsets-22 to offset 0. (org.apache.kafka.clients.consumer.internals.Fetcher:584)
connect_1  | [2019-07-01 12:39:08,260] INFO [Consumer clientId=consumer-1, groupId=connect-cluster-A] Resetting offset for partition connect-offsets-20 to offset 0. (org.apache.kafka.clients.consumer.internals.Fetcher:584)
